None,region_id,region_type,region,zip,state,city,county,community
1793,97551,zip,94089; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Sunnyvale,94089,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale
1796,97547,zip,94085; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Sunnyvale,94085,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Sunnyvale
1797,97545,zip,94080; CA; San Francisco-Oakland-Hayward; San Mateo County; South San Francisco,94080,CA,San Francisco-Oakland-Hayward,San Mateo County,South San Francisco
1798,97544,zip,94074; CA; San Francisco-Oakland-Hayward; San Mateo County; San Gregorio,94074,CA,San Francisco-Oakland-Hayward,San Mateo County,San Gregorio
1800,97540,zip,94066; CA; San Francisco-Oakland-Hayward; San Mateo County; San Bruno,94066,CA,San Francisco-Oakland-Hayward,San Mateo County,San Bruno
1802,97539,zip,94065; CA; San Francisco-Oakland-Hayward; San Mateo County; Redwood City,94065,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City
1803,97537,zip,94063; CA; San Francisco-Oakland-Hayward; San Mateo County; Redwood City,94063,CA,San Francisco-Oakland-Hayward,San Mateo County,Redwood City
1806,97534,zip,94060; CA; San Francisco-Oakland-Hayward; San Mateo County; Pescadero,94060,CA,San Francisco-Oakland-Hayward,San Mateo County,Pescadero
1807,97531,zip,94044; CA; San Francisco-Oakland-Hayward; San Mateo County; Pacifica,94044,CA,San Francisco-Oakland-Hayward,San Mateo County,Pacifica
1809,97528,zip,94041; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Mountain View,94041,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Mountain View
1811,97525,zip,94038; CA; San Francisco-Oakland-Hayward; San Mateo County; Moss Beach,94038,CA,San Francisco-Oakland-Hayward,San Mateo County,Moss Beach
1812,97524,zip,94037; CA; San Francisco-Oakland-Hayward; San Mateo County; Montara,94037,CA,San Francisco-Oakland-Hayward,San Mateo County,Montara
1813,97521,zip,94030; CA; San Francisco-Oakland-Hayward; San Mateo County; Millbrae,94030,CA,San Francisco-Oakland-Hayward,San Mateo County,Millbrae
1814,97519,zip,94028; CA; San Francisco-Oakland-Hayward; San Mateo County; Portola Valley,94028,CA,San Francisco-Oakland-Hayward,San Mateo County,Portola Valley
1815,97518,zip,94027; CA; San Francisco-Oakland-Hayward; San Mateo County; Atherton,94027,CA,San Francisco-Oakland-Hayward,San Mateo County,Atherton
1817,97515,zip,94024; CA; San Jose-Sunnyvale-Santa Clara; Santa Clara County; Los Altos,94024,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,Los Altos
1819,97512,zip,94021; CA; San Francisco-Oakland-Hayward; San Mateo County; Pescadero,94021,CA,San Francisco-Oakland-Hayward,San Mateo County,Pescadero
1820,97511,zip,94020; CA; San Francisco-Oakland-Hayward; San Mateo County; La Honda,94020,CA,San Francisco-Oakland-Hayward,San Mateo County,La Honda
1821,97510,zip,94019; CA; San Francisco-Oakland-Hayward; San Mateo County; Half Moon Bay,94019,CA,San Francisco-Oakland-Hayward,San Mateo County,Half Moon Bay
1822,97509,zip,94018; CA; San Francisco-Oakland-Hayward; San Mateo County; Half Moon Bay,94018,CA,San Francisco-Oakland-Hayward,San Mateo County,Half Moon Bay
1824,97505,zip,94014; CA; San Francisco-Oakland-Hayward; San Mateo County; Daly City,94014,CA,San Francisco-Oakland-Hayward,San Mateo County,Daly City
1826,97500,zip,94005; CA; San Francisco-Oakland-Hayward; San Mateo County; Brisbane,94005,CA,San Francisco-Oakland-Hayward,San Mateo County,Brisbane
1829,97497,zip,93962; CA; Salinas; Monterey County,93962,CA,Salinas,Monterey County,
1830,97496,zip,93960; CA; Salinas; Monterey County; Soledad,93960,CA,Salinas,Monterey County,Soledad
1831,97495,zip,93955; CA; Salinas; Monterey County; Seaside,93955,CA,Salinas,Monterey County,Seaside
1832,97494,zip,93954; CA; Salinas; Monterey County; San Lucas,93954,CA,Salinas,Monterey County,San Lucas
1833,97493,zip,93953; CA; Salinas; Monterey County; Del Monte Forest,93953,CA,Salinas,Monterey County,Del Monte Forest
1834,97492,zip,93950; CA; Salinas; Monterey County; Pacific Grove,93950,CA,Salinas,Monterey County,Pacific Grove
1835,97488,zip,93940; CA; Salinas; Monterey County; Monterey,93940,CA,Salinas,Monterey County,Monterey
1836,97487,zip,93933; CA; Salinas; Monterey County; Marina,93933,CA,Salinas,Monterey County,Marina
1837,97486,zip,93932; CA; Salinas; Monterey County; Lockwood,93932,CA,Salinas,Monterey County,Lockwood
1838,97485,zip,93930; CA; Salinas; Monterey County; King City,93930,CA,Salinas,Monterey County,King City
1839,97484,zip,93928; CA; Salinas; Monterey County; King City,93928,CA,Salinas,Monterey County,King City
1840,97483,zip,93927; CA; Salinas; Monterey County; Greenfield,93927,CA,Salinas,Monterey County,Greenfield
1841,97482,zip,93926; CA; Salinas; Monterey County; Gonzales,93926,CA,Salinas,Monterey County,Gonzales
1842,97481,zip,93925; CA; Salinas; Monterey County; Chualar,93925,CA,Salinas,Monterey County,Chualar
1843,97480,zip,93924; CA; Salinas; Monterey County; Carmel Valley,93924,CA,Salinas,Monterey County,Carmel Valley
1844,97479,zip,93923; CA; Salinas; Monterey County; Carmel-by-the-Sea,93923,CA,Salinas,Monterey County,Carmel-by-the-Sea
1845,97477,zip,93921; CA; Salinas; Monterey County; Carmel-by-the-Sea,93921,CA,Salinas,Monterey County,Carmel-by-the-Sea
1846,97476,zip,93920; CA; Salinas; Monterey County; Big Sur,93920,CA,Salinas,Monterey County,Big Sur
1847,97473,zip,93908; CA; Salinas; Monterey County,93908,CA,Salinas,Monterey County,
1848,97472,zip,93907; CA; Salinas; Monterey County,93907,CA,Salinas,Monterey County,
1849,97471,zip,93906; CA; Salinas; Monterey County,93906,CA,Salinas,Monterey County,
1850,97470,zip,93905; CA; Salinas; Monterey County,93905,CA,Salinas,Monterey County,
1851,97468,zip,93901; CA; Salinas; Monterey County,93901,CA,Salinas,Monterey County,
1852,97436,zip,93728; CA; Fresno; Fresno County,93728,CA,Fresno,Fresno County,
1853,97435,zip,93727; CA; Fresno; Fresno County,93727,CA,Fresno,Fresno County,
1854,97434,zip,93726; CA; Fresno; Fresno County,93726,CA,Fresno,Fresno County,
1855,97433,zip,93725; CA; Fresno; Fresno County,93725,CA,Fresno,Fresno County,
1857,97430,zip,93721; CA; Fresno; Fresno County,93721,CA,Fresno,Fresno County,
1858,97429,zip,93720; CA; Fresno; Fresno County,93720,CA,Fresno,Fresno County,
1859,97422,zip,93711; CA; Fresno; Fresno County,93711,CA,Fresno,Fresno County,
1861,97417,zip,93706; CA; Fresno; Fresno County,93706,CA,Fresno,Fresno County,
1862,97416,zip,93705; CA; Fresno; Fresno County,93705,CA,Fresno,Fresno County,
1863,97415,zip,93704; CA; Fresno; Fresno County,93704,CA,Fresno,Fresno County,
1864,97414,zip,93703; CA; Fresno; Fresno County,93703,CA,Fresno,Fresno County,
1865,97413,zip,93702; CA; Fresno; Fresno County,93702,CA,Fresno,Fresno County,
1866,97412,zip,93701; CA; Fresno; Fresno County,93701,CA,Fresno,Fresno County,
1867,97411,zip,93675; CA; Fresno; Fresno County; Squaw Valley,93675,CA,Fresno,Fresno County,Squaw Valley
1868,97410,zip,93673; CA; Fresno; Fresno County; Kingsburg,93673,CA,Fresno,Fresno County,Kingsburg
1870,97409,zip,93670; CA; Visalia-Porterville; Tulare County; Visalia,93670,CA,Visalia-Porterville,Tulare County,Visalia
1871,97408,zip,93669; CA; Madera; Madera County; North Fork,93669,CA,Madera,Madera County,North Fork
1872,97407,zip,93668; CA; Fresno; Fresno County; Tranquillity,93668,CA,Fresno,Fresno County,Tranquillity
1873,97406,zip,93667; CA; Fresno; Fresno County; Tollhouse,93667,CA,Fresno,Fresno County,Tollhouse
1874,97405,zip,93666; CA; Visalia-Porterville; Tulare County; Dinuba,93666,CA,Visalia-Porterville,Tulare County,Dinuba
1875,97404,zip,93665; CA; Merced; Merced County; Dos Palos,93665,CA,Merced,Merced County,Dos Palos
1876,97403,zip,93664; CA; Fresno; Fresno County; Shaver Lake,93664,CA,Fresno,Fresno County,Shaver Lake
1877,97402,zip,93662; CA; Fresno; Fresno County; Selma,93662,CA,Fresno,Fresno County,Selma
1878,97400,zip,93660; CA; Fresno; Fresno County; San Joaquin,93660,CA,Fresno,Fresno County,San Joaquin
1880,97399,zip,93657; CA; Fresno; Fresno County; Sanger,93657,CA,Fresno,Fresno County,Sanger
1881,97398,zip,93656; CA; Fresno; Fresno County; Riverdale,93656,CA,Fresno,Fresno County,Riverdale
1882,97397,zip,93654; CA; Fresno; Fresno County; Reedley,93654,CA,Fresno,Fresno County,Reedley
1883,97396,zip,93653; CA; Madera; Madera County; Raymond,93653,CA,Madera,Madera County,Raymond
1884,97395,zip,93652; CA; Fresno; Fresno County; Raisin City,93652,CA,Fresno,Fresno County,Raisin City
1885,97394,zip,93651; CA; Fresno; Fresno County; Prather,93651,CA,Fresno,Fresno County,Prather
1886,97393,zip,93650; CA; Fresno; Fresno County,93650,CA,Fresno,Fresno County,
1887,97391,zip,93648; CA; Fresno; Fresno County; Parlier,93648,CA,Fresno,Fresno County,Parlier
1888,97390,zip,93647; CA; Visalia-Porterville; Tulare County; Orosi,93647,CA,Visalia-Porterville,Tulare County,Orosi
1889,97389,zip,93646; CA; Fresno; Fresno County; Orange Cove,93646,CA,Fresno,Fresno County,Orange Cove
1890,97388,zip,93645; CA; Madera; Madera County; O Neals,93645,CA,Madera,Madera County,O Neals
1891,97387,zip,93644; CA; Madera; Madera County; Oakhurst,93644,CA,Madera,Madera County,Oakhurst
1892,97386,zip,93643; CA; Madera; Madera County; North Fork,93643,CA,Madera,Madera County,North Fork
1893,97384,zip,93641; CA; Fresno; Fresno County; Miramonte,93641,CA,Fresno,Fresno County,Miramonte
1894,97383,zip,93640; CA; Fresno; Fresno County; Mendota,93640,CA,Fresno,Fresno County,Mendota
1895,97381,zip,93638; CA; Madera; Madera County,93638,CA,Madera,Madera County,
1896,97380,zip,93637; CA; Madera; Madera County,93637,CA,Madera,Madera County,
1898,97379,zip,93635; CA; Merced; Merced County; Los Banos,93635,CA,Merced,Merced County,Los Banos
1899,97378,zip,93634; CA; Fresno; Fresno County; Lakeshore,93634,CA,Fresno,Fresno County,Lakeshore
1900,97377,zip,93633; CA; Fresno; Fresno County; Hume,93633,CA,Fresno,Fresno County,Hume
1901,97376,zip,93631; CA; Fresno; Fresno County; Kingsburg,93631,CA,Fresno,Fresno County,Kingsburg
1902,97375,zip,93630; CA; Fresno; Fresno County; Kerman,93630,CA,Fresno,Fresno County,Kerman
1903,97374,zip,93628; CA; Fresno; Fresno County; Hume,93628,CA,Fresno,Fresno County,Hume
1904,97372,zip,93626; CA; Fresno; Fresno County; Friant,93626,CA,Fresno,Fresno County,Friant
1905,97371,zip,93625; CA; Fresno; Fresno County; Fowler,93625,CA,Fresno,Fresno County,Fowler
1906,97370,zip,93624; CA; Fresno; Fresno County; Five Points,93624,CA,Fresno,Fresno County,Five Points
1907,97369,zip,93623; CA; Mariposa County; Fish Camp,93623,CA,Mariposa County,Fish Camp,
1908,97368,zip,93622; CA; Fresno; Fresno County; Firebaugh,93622,CA,Fresno,Fresno County,Firebaugh
1909,97367,zip,93621; CA; Fresno; Fresno County; Dunlap,93621,CA,Fresno,Fresno County,Dunlap
1910,97366,zip,93620; CA; Merced; Merced County; Dos Palos,93620,CA,Merced,Merced County,Dos Palos
1912,97364,zip,93618; CA; Visalia-Porterville; Tulare County; Dinuba,93618,CA,Visalia-Porterville,Tulare County,Dinuba
1913,97363,zip,93616; CA; Fresno; Fresno County; Del Rey,93616,CA,Fresno,Fresno County,Del Rey
1914,97362,zip,93615; CA; Visalia-Porterville; Tulare County; Cutler,93615,CA,Visalia-Porterville,Tulare County,Cutler
1915,97361,zip,93614; CA; Madera; Madera County; Coarsegold,93614,CA,Madera,Madera County,Coarsegold
1919,97357,zip,93610; CA; Madera; Madera County; Chowchilla,93610,CA,Madera,Madera County,Chowchilla
1920,97356,zip,93609; CA; Fresno; Fresno County; Caruthers,93609,CA,Fresno,Fresno County,Caruthers
1921,97355,zip,93608; CA; Fresno; Fresno County; Cantua Creek,93608,CA,Fresno,Fresno County,Cantua Creek
1922,97353,zip,93606; CA; Fresno; Fresno County,93606,CA,Fresno,Fresno County,
1923,97352,zip,93605; CA; Fresno; Fresno County; Big Creek,93605,CA,Fresno,Fresno County,Big Creek
1924,97351,zip,93604; CA; Madera; Madera County; Bass Lake,93604,CA,Madera,Madera County,Bass Lake
1925,97350,zip,93603; CA; Visalia-Porterville; Tulare County; Badger,93603,CA,Visalia-Porterville,Tulare County,Badger
1927,97349,zip,93602; CA; Fresno; Fresno County; Auberry,93602,CA,Fresno,Fresno County,Auberry
1928,97348,zip,93601; CA; Madera; Madera County; Ahwahnee,93601,CA,Madera,Madera County,Ahwahnee
1929,97345,zip,93592; CA; Inyo County; Homewood Canyon-Valley Wells,93592,CA,Inyo County,Homewood Canyon-Valley Wells,
1930,97344,zip,93591; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Palmdale,93591,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Palmdale
1931,97339,zip,93563; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Valyermo,93563,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Valyermo
1932,97338,zip,93562; CA; Riverside-San Bernardino-Ontario; San Bernardino County; Trona,93562,CA,Riverside-San Bernardino-Ontario,San Bernardino County,Trona
1933,97337,zip,93561; CA; Bakersfield; Kern County; Tehachapi,93561,CA,Bakersfield,Kern County,Tehachapi
1934,97336,zip,93560; CA; Bakersfield; Kern County; Rosamond,93560,CA,Bakersfield,Kern County,Rosamond
1935,97333,zip,93555; CA; Bakersfield; Kern County; Ridgecrest,93555,CA,Bakersfield,Kern County,Ridgecrest
1936,97332,zip,93554; CA; Bakersfield; Kern County; Randsburg,93554,CA,Bakersfield,Kern County,Randsburg
1937,97331,zip,93553; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Pearblossom,93553,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Pearblossom
1938,97330,zip,93552; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Palmdale,93552,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Palmdale
1940,97328,zip,93550; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Palmdale,93550,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Palmdale
1941,97327,zip,93549; CA; Inyo County; Olancha,93549,CA,Inyo County,Olancha,
1942,97326,zip,93546; CA; Mono County; Mammoth Lakes,93546,CA,Mono County,Mammoth Lakes,
1943,97325,zip,93545; CA; Inyo County; Lone Pine,93545,CA,Inyo County,Lone Pine,
1944,97324,zip,93544; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Llano,93544,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Llano
1945,97323,zip,93543; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Littlerock,93543,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Littlerock
1946,97321,zip,93541; CA; Mono County; Lee Vining,93541,CA,Mono County,Lee Vining,
1950,97316,zip,93532; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Lake Hughes,93532,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Lake Hughes
1951,97315,zip,93531; CA; Bakersfield; Kern County; Keene,93531,CA,Bakersfield,Kern County,Keene
1952,97314,zip,93530; CA; Inyo County; Keeler,93530,CA,Inyo County,Keeler,
1953,97313,zip,93529; CA; Mono County; June Lake,93529,CA,Mono County,June Lake,
1954,97311,zip,93527; CA; Bakersfield; Kern County; Inyokern,93527,CA,Bakersfield,Kern County,Inyokern
1955,97310,zip,93526; CA; Inyo County; Independence,93526,CA,Inyo County,Independence,
1957,97308,zip,93523; CA; Bakersfield; Kern County; Edwards,93523,CA,Bakersfield,Kern County,Edwards
1958,97307,zip,93522; CA; Inyo County; Darwin,93522,CA,Inyo County,Darwin,
1959,97306,zip,93519; CA; Bakersfield; Kern County; Mojave,93519,CA,Bakersfield,Kern County,Mojave
1960,97305,zip,93518; CA; Bakersfield; Kern County; Caliente,93518,CA,Bakersfield,Kern County,Caliente
1961,97304,zip,93517; CA; Mono County; Bridgeport,93517,CA,Mono County,Bridgeport,
1962,97303,zip,93516; CA; Bakersfield; Kern County; Boron,93516,CA,Bakersfield,Kern County,Boron
1963,97301,zip,93514; CA; Inyo County; Bishop,93514,CA,Inyo County,Bishop,
1964,97300,zip,93513; CA; Inyo County; Big Pine,93513,CA,Inyo County,Big Pine,
1966,97299,zip,93512; CA; Mono County; Benton,93512,CA,Mono County,Benton,
1967,97298,zip,93510; CA; Los Angeles-Long Beach-Anaheim; Los Angeles County; Acton,93510,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,Acton
1968,97297,zip,93505; CA; Bakersfield; Kern County; California City,93505,CA,Bakersfield,Kern County,California City
1969,97294,zip,93501; CA; Bakersfield; Kern County; Mojave,93501,CA,Bakersfield,Kern County,Mojave
1970,97291,zip,93465; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Templeton,93465,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Templeton
1972,97289,zip,93463; CA; Santa Maria-Santa Barbara; Santa Barbara County; Solvang,93463,CA,Santa Maria-Santa Barbara,Santa Barbara County,Solvang
1973,97288,zip,93461; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Shandon,93461,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Shandon
1974,97287,zip,93460; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Ynez,93460,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Ynez
1975,97286,zip,93458; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Maria,93458,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Maria
1976,97283,zip,93455; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Maria,93455,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Maria
1977,97282,zip,93454; CA; Santa Maria-Santa Barbara; Santa Barbara County; Santa Maria,93454,CA,Santa Maria-Santa Barbara,Santa Barbara County,Santa Maria
1978,97281,zip,93453; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Simmler,93453,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Simmler
1979,97280,zip,93452; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; San Simeon,93452,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,San Simeon
1981,97279,zip,93451; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; San Miguel,93451,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,San Miguel
1982,97278,zip,93450; CA; Salinas; Monterey County; San Ardo,93450,CA,Salinas,Monterey County,San Ardo
1983,97277,zip,93449; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Pismo Beach,93449,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Pismo Beach
1984,97274,zip,93446; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Paso Robles,93446,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Paso Robles
1985,97273,zip,93445; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Oceano,93445,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Oceano
1986,97272,zip,93444; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Nipomo,93444,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Nipomo
1987,97270,zip,93442; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Morro Bay,93442,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Morro Bay
1988,97269,zip,93441; CA; Santa Maria-Santa Barbara; Santa Barbara County; Los Olivos,93441,CA,Santa Maria-Santa Barbara,Santa Barbara County,Los Olivos
1989,97268,zip,93440; CA; Santa Maria-Santa Barbara; Santa Barbara County; Los Alamos,93440,CA,Santa Maria-Santa Barbara,Santa Barbara County,Los Alamos
1990,97265,zip,93436; CA; Santa Maria-Santa Barbara; Santa Barbara County; Lompoc,93436,CA,Santa Maria-Santa Barbara,Santa Barbara County,Lompoc
1991,97264,zip,93435; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Harmony,93435,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Harmony
1992,97263,zip,93434; CA; Santa Maria-Santa Barbara; Santa Barbara County; Guadalupe,93434,CA,Santa Maria-Santa Barbara,Santa Barbara County,Guadalupe
1993,97262,zip,93433; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Grover Beach,93433,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Grover Beach
1994,97261,zip,93432; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Creston,93432,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Creston
1995,97260,zip,93430; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Cayucos,93430,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Cayucos
1997,97259,zip,93429; CA; Santa Maria-Santa Barbara; Santa Barbara County; Casmalia,93429,CA,Santa Maria-Santa Barbara,Santa Barbara County,Casmalia
1998,97258,zip,93428; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Cambria,93428,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Cambria
1999,97257,zip,93427; CA; Santa Maria-Santa Barbara; Santa Barbara County; Buellton,93427,CA,Santa Maria-Santa Barbara,Santa Barbara County,Buellton
2000,97256,zip,93426; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Bradley,93426,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Bradley
2001,97255,zip,93424; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Avila Beach,93424,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Avila Beach
2002,97253,zip,93422; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Atascadero,93422,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Atascadero
2003,97251,zip,93420; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Arroyo Grande,93420,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Arroyo Grande
2004,97244,zip,93405; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; San Luis Obispo,93405,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,San Luis Obispo
2005,97242,zip,93402; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; Los Osos,93402,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,Los Osos
2006,97241,zip,93401; CA; San Luis Obispo-Paso Robles-Arroyo Grande; San Luis Obispo County; San Luis Obispo,93401,CA,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,San Luis Obispo
2008,97229,zip,93314; CA; Bakersfield; Kern County; Rosedale,93314,CA,Bakersfield,Kern County,Rosedale
2009,97228,zip,93313; CA; Bakersfield; Kern County,93313,CA,Bakersfield,Kern County,
2011,97226,zip,93311; CA; Bakersfield; Kern County,93311,CA,Bakersfield,Kern County,
2012,97225,zip,93309; CA; Bakersfield; Kern County,93309,CA,Bakersfield,Kern County,
2013,97224,zip,93308; CA; Bakersfield; Kern County; Oildale,93308,CA,Bakersfield,Kern County,Oildale
2014,97223,zip,93307; CA; Bakersfield; Kern County,93307,CA,Bakersfield,Kern County,
2015,97222,zip,93306; CA; Bakersfield; Kern County,93306,CA,Bakersfield,Kern County,
2016,97221,zip,93305; CA; Bakersfield; Kern County,93305,CA,Bakersfield,Kern County,
2017,97220,zip,93304; CA; Bakersfield; Kern County,93304,CA,Bakersfield,Kern County,
2018,97217,zip,93301; CA; Bakersfield; Kern County,93301,CA,Bakersfield,Kern County,
2019,97216,zip,93292; CA; Visalia-Porterville; Tulare County; Visalia,93292,CA,Visalia-Porterville,Tulare County,Visalia
2020,97215,zip,93291; CA; Visalia-Porterville; Tulare County; Visalia,93291,CA,Visalia-Porterville,Tulare County,Visalia
2021,97213,zip,93287; CA; Bakersfield; Kern County; Woody,93287,CA,Bakersfield,Kern County,Woody
2022,97212,zip,93286; CA; Visalia-Porterville; Tulare County; Woodlake,93286,CA,Visalia-Porterville,Tulare County,Woodlake
2023,97211,zip,93285; CA; Bakersfield; Kern County; Wofford Heights,93285,CA,Bakersfield,Kern County,Wofford Heights
2024,97210,zip,93283; CA; Bakersfield; Kern County; Weldon,93283,CA,Bakersfield,Kern County,Weldon
2026,97209,zip,93282; CA; Visalia-Porterville; Tulare County; Tulare,93282,CA,Visalia-Porterville,Tulare County,Tulare
2027,97208,zip,93280; CA; Bakersfield; Kern County; Wasco,93280,CA,Bakersfield,Kern County,Wasco
2028,97205,zip,93277; CA; Visalia-Porterville; Tulare County; Visalia,93277,CA,Visalia-Porterville,Tulare County,Visalia
2029,97204,zip,93276; CA; Bakersfield; Kern County; Tupman,93276,CA,Bakersfield,Kern County,Tupman
2030,97202,zip,93274; CA; Visalia-Porterville; Tulare County; Tulare,93274,CA,Visalia-Porterville,Tulare County,Tulare
2031,97201,zip,93272; CA; Visalia-Porterville; Tulare County; Tipton,93272,CA,Visalia-Porterville,Tulare County,Tipton
2032,97200,zip,93271; CA; Visalia-Porterville; Tulare County; Three Rivers,93271,CA,Visalia-Porterville,Tulare County,Three Rivers
2035,97199,zip,93270; CA; Visalia-Porterville; Tulare County; Terra Bella,93270,CA,Visalia-Porterville,Tulare County,Terra Bella
2036,97198,zip,93268; CA; Bakersfield; Kern County; Taft,93268,CA,Bakersfield,Kern County,Taft
2037,97197,zip,93267; CA; Visalia-Porterville; Tulare County; Strathmore,93267,CA,Visalia-Porterville,Tulare County,Strathmore
2038,97196,zip,93266; CA; Hanford-Corcoran; Kings County; Stratford,93266,CA,Hanford-Corcoran,Kings County,Stratford
2039,97195,zip,93265; CA; Visalia-Porterville; Tulare County; Springville,93265,CA,Visalia-Porterville,Tulare County,Springville
2040,97194,zip,93263; CA; Bakersfield; Kern County; Shafter,93263,CA,Bakersfield,Kern County,Shafter
2041,97192,zip,93261; CA; Visalia-Porterville; Tulare County; Richgrove,93261,CA,Visalia-Porterville,Tulare County,Richgrove
2042,97191,zip,93260; CA; Visalia-Porterville; Tulare County; Posey,93260,CA,Visalia-Porterville,Tulare County,Posey
2043,97190,zip,93258; CA; Visalia-Porterville; Tulare County; Tulare,93258,CA,Visalia-Porterville,Tulare County,Tulare
2045,97189,zip,93257; CA; Visalia-Porterville; Tulare County; Porterville,93257,CA,Visalia-Porterville,Tulare County,Porterville
2046,97188,zip,93256; CA; Visalia-Porterville; Tulare County; Pixley,93256,CA,Visalia-Porterville,Tulare County,Pixley
2047,97187,zip,93255; CA; Bakersfield; Kern County; Onyx,93255,CA,Bakersfield,Kern County,Onyx
2048,97185,zip,93252; CA; Oxnard-Thousand Oaks-Ventura; Ventura County; Maricopa,93252,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,Maricopa
